True,EKF
1,0.8810492776275789
0.99,0.92783238803768
0.9701166583353171,0.7375409732185731
0.9406465752473733,0.6613359581649436
0.9020693429735048,0.35957331523601416
0.855022748925641,0.8176538849404382
0.8002694809248753,0.7982821168375291
0.738658875857006,0.5003831081853811
0.6710875377884129,0.35049586952864614
0.5984623790845415,0.38303084641558127
0.5216689312093086,0.4203322082747756
0.4415468192951545,0.3606806526907354
0.35887329396462136,0.32103968066602834
0.2743548252775285,0.11998517103678528
0.18862608410451193,0.019946595577911477
0.10225519701622685,-0.05881133862190073
0.015753941112620184,-0.12428541699159722
-0.07040850705772173,-0.21751004007034577
-0.155789602373957,-0.326868931316184
-0.23995647819589036,-0.3000832224535004
-0.3224691478182068,-0.4418075740432618
-0.4028649266459448,-0.408685563151875
-0.4806451039314925,-0.5663552081669384
-0.5552648804549558,-0.6837238688126362
-0.6261275763101647,-0.7822318582931425
-0.6925840640635752,-0.7078848229131058
-0.7539382528808594,-0.8632571330238599
-0.8094591950104213,-0.8169252601485555
-0.8583999745035653,-0.8916354841837739
-0.9000229605842605,-0.9609011284551554
-0.9336302933510953,-0.9235600700505839
-0.9585976924900661,-0.9228861803716135
-0.974408960762419,-0.9384894275076984
-0.9806880433441212,-0.9493609984550054
-0.9772253501748859,-0.9488330808444614
-0.9639953563680225,-0.9713763004555699
-0.9411632865783505,-0.8690967178652999
-0.9090798770470404,-0.9572432873982539
-0.8682646075692285,-0.76699017310651
-0.8193791580934708,-0.7351496973574804
-0.7631939260535249,-0.7404154267061861
-0.7005510614241421,-0.6673037509815137
-0.6323275659657499,-0.38614976249995836
-0.5594016069522632,-0.5004382207281431
-0.48262445021612577,-0.2855991408983792
-0.4027995023113869,-0.32557305795642605
-0.3206690403263089,-0.13232525053545563
-0.2369084305972049,-0.11142801333808339
-0.1521270649566494,-0.11107817039472179
-0.06687488884415228,0.07824038663058656
0.018346768940616792,0.09508512476403524
0.10307138144897329,0.1941461420754667
0.18685168579362962,0.2767580646747733
0.2692435990819726,0.29708432168592047
0.3497906847286319,0.4024348796776279
0.4280102097532373,0.41965186700841467
0.5033818030077051,0.4925263321799859
0.5753397044064067,0.501730328817682
0.643269558150627,0.5709873633071464
0.7065106111629841,0.6693722868374888
0.7643639904459707,0.8069054068432598
0.816107413837574,0.8392358075023593
0.861016217823533,0.8824783708890267
0.898389972425681,0.9767868674160973
0.9275832445687745,1.0564742524063213
0.948038358730764,1.040571757699793
0.9593174139230485,1.0400597640718308
0.9611304901909274,0.9794476600168216
0.9533570370505564,0.8997872772765371
0.936057943058783,0.9038588716561473
0.9094767131716681,0.949380613916458
0.8740294035647939,0.886903212460437
0.830284279477774,0.7970169571355596
0.7789333374139298,0.7989658676098809
0.7207586648304639,0.6981483352054213
0.6565969748744248,0.6788576512276897
0.587305533370925,0.6818123650009269
0.5137321718438302,0.4720461643298041
0.4366913009845663,0.5541634248106692
0.35694697070970877,0.3712639559442432
0.27520321136672266,0.29440122046421024
0.1921012339438999,0.23753985315816178
0.10822260857658814,0.09408705659200511
0.024097276035643128,0.0933809358708317
-0.05978485970344968,-0.13867407367603146
-0.14296000871845904,-0.12973823443554483
-0.22497543510809775,-0.22475983529983337
-0.30537437847732407,-0.20989637258165333
-0.3836820118992434,-0.3567041903580004
-0.45939344754585815,-0.4571183300263721
-0.5319647714148281,-0.5464439878563724
-0.6008080527126003,-0.6578876996104996
-0.665291200562259,-0.591241626885335
-0.7247433939149509,-0.7212425020080294
-0.7784665541283842,-0.7455949946872638
-0.8257529385692508,-0.6720096079744513
-0.8659084045929535,-0.8347481702416791
-0.8982802556903363,-0.8335629598916743
-0.9222879038202726,-0.8287394180292164
-0.9374539691450338,-0.7882422514139816
-0.9434330181487258,-0.7624303905783169
-0.9400350365243081,-0.8528222379988812
-0.9272410281287647,-0.8535757357595786
-0.9052088379514127,-0.7990746642596581
-0.8742683383229382,-0.8215506205690196
-0.8349063340522711,-0.8699528032604239
-0.7877427253798532,-0.8819351970725928
-0.7335004112823335,-0.6410587345306847
-0.6729719677115733,-0.6667330422041683
-0.6069862333221386,-0.636398946119943
-0.536377613647667,-0.5514424515541816
-0.46196028465802025,-0.4988454024791952
-0.38450868791970794,-0.29872341589847173
-0.30474490964052486,-0.22272121003761133
-0.22333283864210485,-0.2224689390803632
-0.14087846908763152,-0.244956232885019
-0.05793536983800543,-0.09140179037182589
0.024985835999892472,0.06962382323381282
0.10740519132903406,0.21382933789026565
0.18885951126660944,0.18117745114374936
0.26888800273215857,0.23661389235253494
0.3470184621629171,0.3735539825530507
0.4227550654473796,0.36093841158231693
0.4955687261991046,0.46457247129332485
0.5648909597104009,0.5057852098653969
0.6301121253070673,0.5691235159529218
0.6905847969488741,0.6438498982090896
0.7456327970173448,0.7138070053797133
0.7945660944367092,0.7605270287176131
0.8367013056597122,0.7171217045432815
0.8713869628706038,0.8442549452928305
0.898032079926538,0.8363426508217141
0.9161359404536993,0.8974763585938886
0.925316567481829,0.8835465553739311
0.9253351281646135,0.9071724562796408
0.916113673269993,0.9301438081517296
0.8977441452300042,0.9101705844530578
0.8704874680228137,0.9110257033921314
0.8347626338935403,0.8978222141646308
0.79112684468628,0.8664776580034717
0.7402487523206684,0.8016307699929206
0.6828775099294937,0.7951442874951554
0.6198106012702318,0.7549653378461837
0.5518632596373934,0.600266961273449
0.47984179701535895,0.5791109848209494
0.40452246816029613,0.4621428775179654
0.32663673361086437,0.38673326101580313
0.2468630806013068,0.32329781952532943
0.16582499114028856,0.15500797321813664
0.08409424607358537,0.08685759539321733
0.00219851780952085,0.10252633171804938
-0.07936789814674526,-0.02306999792371072
-0.1601313737750361,-0.17269880365191598
-0.23962538343089212,-0.2677386086554722
-0.31737714975800174,-0.20833412406727547
-0.3928955151767822,-0.30727712003286367
-0.4656610102837869,-0.38895438692059225
-0.5351190479546991,-0.4043645654475605
-0.6006771100396956,-0.5351697080979622
-0.6617066840232321,-0.6050545935192657
-0.7175505187376601,-0.6985205233359257
-0.7675354744141916,-0.7153981821530375
-0.810990829712473,-0.756909710011141
-0.8472713866203058,-0.7913928517020156
-0.8757841237530223,-0.8204384197880443
-0.896016563305949,-0.882194115684184
-0.9075645373158444,-0.9086916789289956
-0.9101567755244075,-0.8996620145283583
-0.9036737844758698,-0.9287239954476202
-0.8881588945949951,-0.9939611321311752
-0.8638200993982462,-0.845224846862702
-0.8310223034494413,-0.6969706052175814
-0.7902706767763761,-0.7572912008872364
-0.7421868002234839,-0.8263193831980588
-0.687480013649832,-0.6903649717935884
-0.6269167400359065,-0.49678553749346166
-0.5612905267428039,-0.3677625260967588
-0.4913951722724229,-0.37024009168350897
-0.4180027008243104,-0.3719363844617717
-0.34184723812074214,-0.2931276449116098
-0.2636151506191218,-0.2577836234251828
-0.18394122380863875,-0.04473184334643593
-0.10341021942676532,-0.019815194395331158
-0.02256287297459368,-0.016306566362584103
0.05809474945895782,0.1418185155373083
0.13807965861520116,0.1020128693257561
0.21691921929097713,0.3457022007260242
0.2941383578338151,0.4006533670466227
0.3692477104923638,0.3661975887211765
0.4417336775600056,0.424996031043607
0.5110513024844886,0.47794571927934915
0.5766208331820596,0.5878702207685245
0.637828720068944,0.6935990463129701
0.6940336333807342,0.876395434336293
0.7445778155555703,0.7694937550104736
0.7888037082125472,0.8062907212774011
0.8260753129383078,0.8246113171871051
0.8558031936249081,0.8313444072862212
0.87747146916408,0.9166844865897013
0.890664668991039,0.9234057100600539
