True,Noisy,Standard,Robust
0,0.29391133601834535,0.29391133601834535,0.29391133601834535
0.10487677152970694,0.1396188756494911,0.14943926767293683,0.21676124909710096
0.20859679946928295,-0.030811139338951132,-0.021186068237190527,0.1331413707497724
0.31001609858980317,0.9541696589576787,0.601915169360638,0.1331413707497724
0.408016059665773,0.6698599308762017,0.7124718184434845,0.1331413707497724
0.5015157872314542,0.46690400009595606,0.6572291531620761,0.21926139238710662
0.5894840213713949,0.7850793305751893,0.7678451801510087,0.21926139238710662
0.6709505120531779,1.0113186609023213,0.9277990793673598,0.21926139238710662
0.7450167205486168,0.8377799013727022,0.9615623074670019,0.21926139238710662
0.8108657299115395,0.5183167926460369,0.8647214582015492,0.2824738473297088
0.867771255204052,0.11899450431644121,0.6552422059559803,0.25284325119519757
0.9151056540925363,0.9122790205641236,0.7497005983051761,0.25284325119519757
0.9523468494601222,0.988990594074961,0.8440257338955182,0.25284325119519757
0.9790840876823228,1.0033723630247509,0.9195704738422502,0.25284325119519757
0.9950224690546545,0.7887828643067177,0.9141382501861359,0.25284325119519757
0.9999862004036565,0.835847230546384,0.9189617275230436,0.25284325119519757
0.9939205340064792,1.1475243879362944,1.0066367488292807,0.25284325119519757
0.9768923714336271,1.0022661654795524,1.0351504618766838,0.25284325119519757
0.9490895256547462,1.2975794873829027,1.136083942335357,0.25284325119519757
0.9108186495460932,0.9453029493262652,1.118829718540984,0.25284325119519757
0.8625018536473203,0.849508674718633,1.0727096581465976,0.25284325119519757
0.8046720504721938,0.43697176349348577,0.9164966248789252,0.28240425441597106
0.7379670767234044,0.4830354971207239,0.795480283825029,0.3116357151418298
0.6631226582407955,0.3712784021602637,0.6637074144457592,0.319670875512094
0.5809642952764635,0.8252954115622042,0.6803105441196118,0.319670875512094
0.4923981575984937,0.36564401132329305,0.5723312038787547,0.3254830373663041
0.3984010898462418,0.3291855283791244,0.47517640246098813,0.32592751272953024
0.3000098373735885,0.38060459764849347,0.4125906697787047,0.33221983733873633
0.19830961141427728,0.3913544821537871,0.3687757178850598,0.33879416426065473
0.09442211969040308,0.02287075153867736,0.236793054672534,0.3046494716333538
-0.0105068055189361,0.015026478653041485,0.1297761538239583,0.27406272562276796
-0.11531984539199387,-0.20009337916170677,-0.011800047102095285,0.27406272562276796
-0.21886095927013013,-0.10326492766053665,-0.09595900210183841,0.27406272562276796
-0.3199881352659974,-0.3332999855250828,-0.2204656701182921,0.27406272562276796
-0.4175859861406961,-0.8214086177418461,-0.4495658497361776,0.27406272562276796
-0.5105780515230374,-0.5570836124006003,-0.5590857396095242,0.27406272562276796
-0.5979386707829786,-3.162719408863132,-1.353533044583886,0.27406272562276796
-0.6787042956067714,-0.2913898542583388,-1.2190362720403964,0.27406272562276796
-0.7519841175012184,-0.3344213290231477,-1.093751737775204,0.27406272562276796
-0.816969893010442,-0.7739723170525203,-1.091132563537381,0.27406272562276796
-0.8729448582774559,-0.6652633336595997,-1.0458923533972102,0.27406272562276796
-0.9192916346269245,-0.6706718415804733,-0.998340344263464,0.27406272562276796
-0.9554990379741032,-0.9554886162087358,-1.0280420970710236,0.27406272562276796
-0.9811677169552312,-1.0655493512379592,-1.0767060150078263,0.27406272562276796
-0.9960145575933486,-0.9739616102458744,-1.0864066737389808,0.27406272562276796
-0.9998758059180445,-0.9803524253779903,-1.0904099453798706,0.27406272562276796
-0.9927088740980541,-0.7008468869906985,-1.0119248555713987,0.27406272562276796
-0.9745928101658708,-1.0726185803773012,-1.0437509983133033,0.27406272562276796
-0.9457274261535236,-0.7249854775132772,-0.9726748079317737,0.27406272562276796
-0.9064310942557877,-0.8627881756793532,-0.9483702888542636,0.27406272562276796
-0.8571372353281633,-0.867349331739415,-0.9283421523994396,0.27406272562276796
-0.798389538449896,-0.44737604636479494,-0.7959627472528885,0.27406272562276796
-0.7308359642781246,-0.9033354704753347,-0.8101897056414297,0.27406272562276796
-0.655221598333444,-0.3546553099566352,-0.6739099800077418,0.27406272562276796
-0.5723804330419425,-1.0168896020031486,-0.7431624405437508,0.27406272562276796
-0.48322616917407973,-0.8106002945559792,-0.7484584903956457,0.27406272562276796
-0.38874213813639713,-0.05931795127271067,-0.5487798581317317,0.27406272562276796
-0.28997045626865814,-0.3275158261126316,-0.45665016631330724,0.27406272562276796
-0.188000530769619,-0.024653794040922133,-0.3011911164140841,0.24310719089740732
-0.0839570440259207,0.00585934646639838,-0.1682420525422327,0.2188997379950289
0.021012451128475232,-0.13423781554199682,-0.10280766526435808,0.2188997379950289
0.12575018840358787,0.029052902731852362,-0.011858028910772804,0.19977318533086516
0.22910095769454117,0.3210941888647052,0.13601787839708906,0.2118695204894606
0.3299248465291213,0.18352901115958764,0.21344512139024835,0.2090677842319062
0.42710981278932103,0.45861313477440924,0.3438395054892563,0.23356632803911517
0.5195839500354331,0.7621845036343544,0.5266456240944823,0.23356632803911517
0.6063273101516615,0.520787928080332,0.6030731442663604,0.26160305829026387
0.686383152914817,0.5370899612259352,0.6594963785403497,0.2883688309426366
0.7588684984083917,0.5418409956872828,0.6965263099722265,0.312901538686326
0.8229838658936558,0.7966002567863674,0.7867177158633205,0.312901538686326
0.8780220917224001,0.7728340443063635,0.8460576122663254,0.312901538686326
0.9233761290337128,1.1256543168711977,0.9828161852456256,0.312901538686326
0.9585457432076573,0.7764561081768331,0.9923013489337844,0.312901538686326
0.9831430292279965,1.345191260229813,1.1460637420334188,0.312901538686326
0.9968966900999462,1.128967312562997,1.206774889144769,0.312901538686326
0.9996550291339309,1.0662412836809136,1.2302983715481368,0.312901538686326
0.9913876230917974,0.7853720124931589,1.163302697354639,0.312901538686326
0.9721856577414405,1.0845179391039501,1.1806878827607936,0.312901538686326
0.9422609221188206,0.9425186300366684,1.150238627836708,0.312901538686326
0.9019434725902136,0.9100613394231386,1.110391436677969,0.312901538686326
0.8516779924790323,1.0791242356894197,1.1193414990988027,0.312901538686326
0.7920188874089006,1.6771398160764557,1.2882308854455364,0.312901538686326
0.7236241704591309,0.639159494391393,1.142493180515062,0.312901538686326
0.6472482045766046,0.6763087784335514,1.0255063742829673,0.312901538686326
0.5637333822919658,0.3888683893799739,0.8468709711574594,0.3202310829296318
0.4740008345091277,1.6483780403597224,1.0433868382289078,0.3202310829296318
0.3790402708459603,-0.1471791441546229,0.7190020395737823,0.3202310829296318
0.2798990635826175,0.23664992163641957,0.5520752478892322,0.3121875728256352
0.17767069561666732,0.07915575470477622,0.3743028638075127,0.2898086665511678
0.07348269983884773,-0.3032618270031403,0.12780100594915014,0.2898086665511678
-0.03151577704726979,-0.08459483806710584,-0.009407717073386692,0.2898086665511678
-0.13616664909624485,0.058658610362516184,-0.07285386638680673,0.2676486777336651
-0.23931566428755635,-0.48527015548013835,-0.26255356149964076,0.2676486777336651
-0.3398251354059065,0.002209712562996291,-0.27590628003881046,0.24223733455985158
-0.43658648821919593,-0.28501360007699983,-0.3525698702663852,0.24223733455985158
-0.5285324885533876,-0.5752582270873742,-0.4849674196991481,0.24223733455985158
-0.6146490134051361,-0.5577734834835366,-0.5800795837450208,0.24223733455985158
-0.6939862362621143,-0.2913161301473182,-0.5750193009365359,0.24223733455985158
-0.765669103261961,-0.9565569970747699,-0.7418209649653029,0.24223733455985158
-0.8289069846425774,-0.7686333691079197,-0.8204241153281424,0.24223733455985158
-0.8830023950325763,-1.0359118781114733,-0.9485980341253645,0.24223733455985158
-0.9273586864010206,-1.1418472624475307,-1.0743879586695058,0.24223733455985158
-0.9614866288166868,-0.7415500097465179,-1.0586814156761932,0.24223733455985158
-0.9850098064340269,-0.8860711922659812,-1.0734380231019398,0.24223733455985158
-0.9976687691905392,-0.6629557566664378,-1.014937409269934,0.24223733455985158
-0.9993238944241918,-0.9526239592896208,-1.0369907190109062,0.24223733455985158
-0.9899569268485473,-1.0569873440755668,-1.0780384580548847,0.24223733455985158
-0.9696711799003569,-0.8555995999053295,-1.051660131374211,0.24223733455985158
-0.9386903962388488,-1.091169011593242,-1.0888155684294962,0.24223733455985158
-0.8973562799648934,-1.4580275902978483,-1.2165488436449532,0.24223733455985158
-0.8461247277785522,-0.9018875723492705,-1.1668973279301462,0.24223733455985158
-0.7855608006436563,-0.7607662902494831,-1.0808576643236223,0.24223733455985158
-0.7163324914196789,-0.897159519984046,-1.0422255151802067,0.24223733455985158
-0.6392033572011265,-0.8339318872643521,-0.9906654124829041,0.24223733455985158
-0.5550240976264271,-0.535301567518079,-0.8646285988396882,0.24223733455985158
-0.46472317204377017,-0.6716492188776413,-0.796569515842812,0.24223733455985158
-0.3692965590223587,-0.14962917079058902,-0.5986134089749172,0.24223733455985158
-0.2697967711570255,-0.24633555027802115,-0.46239655885689385,0.24223733455985158
-0.16732124632799755,-0.31718769181603457,-0.3738017396076485,0.24223733455985158
-0.0630002434549796,-0.2058140409643596,-0.2765447032825169,0.24223733455985158
0.04201562375005677,-0.23344819333497532,-0.21054803341602157,0.24223733455985158
0.14656807753428003,-0.10769673901507565,-0.1291286989339247,0.24223733455985158
0.2495039513863378,-0.05223556546707803,-0.05392004298537566,0.2140790195722692
0.3496879089439748,0.4065383920492386,0.12661888992660963,0.23246512099674588
0.4460149662431739,0.6249982113808253,0.32948602392660536,0.23246512099674588
0.5374226791939605,0.22991411539713574,0.3808485300638492,0.23222160602475872
0.6229028618605771,0.32270540624794075,0.4371516174074191,0.24085357145410097
0.701512706298603,0.7195870595905605,0.5820424424257263,0.24085357145410097
0.7723851813022892,0.5851953325401177,0.65615024039851,0.24085357145410097
0.8347385953685362,0.9705582651165174,0.8126511125843263,0.24085357145410097
0.8878852184023748,0.9806843624461815,0.9357089480833406,0.24085357145410097
0.9312388670704078,0.7002354181096648,0.9499514036611065,0.24085357145410097
0.9643213701391561,0.7068439708538057,0.9514634365315181,0.24085357145410097
0.9867678424885691,1.151538453076768,1.064175772813262,0.24085357145410097
0.998330709630677,0.9009955827073253,1.0809239157407273,0.24085357145410097
0.9988824383447774,0.7605656191235254,1.0468757909380566,0.24085357145410097
0.9884169433114591,1.1021224166831327,1.1037076227567542,0.24085357145410097
0.9670496542309385,0.2689580862589511,0.9162379302525197,0.24353329166613624
0.9350162426854156,0.7554727720345095,0.8861560471758037,0.24353329166613624
0.8926700227875833,1.1360310562053295,0.9631967619349925,0.24353329166613624
0.8404780542849808,0.7754462962631088,0.9275047633798894,0.24353329166613624
0.7790159911011687,0.5403903092498838,0.8306267776499519,0.2718260986163165
0.7089617321320353,0.7372168796080455,0.8019863110783578,0.2718260986163165
0.6310879443260534,0.5852423807258769,0.7367417851091773,0.3016867365763673
0.5462535405155922,0.6212835996015845,0.6928398091118171,0.3016867365763673
0.455394205994911,0.48854641913039526,0.6215119390706759,0.3194846602122101
0.3595120783324916,0.5039060307291271,0.5683099093821109,0.33704624127956073
0.25966469424464783,0.4323124617710407,0.5073178572011311,0.346116262544813
0.15695332544150858,0.11270891486338118,0.3721627581236452,0.3238977012586743
0.05251083209566596,-0.1250587083577761,0.1977983285668361,0.3238977012586743
-0.05251083209566473,0.21968612242090566,0.15213797223987918,0.31397884171686125
-0.15695332544150387,-0.4780132686418214,-0.06957895506532359,0.31397884171686125
-0.25966469424464667,-0.15710117876405089,-0.15978225883772135,0.31397884171686125
-0.35951207833248877,-0.08477445705971648,-0.20526965399300948,0.31397884171686125
-0.4553942059949099,-0.7887335421189541,-0.4263238399245638,0.31397884171686125
-0.5462535405155896,-0.8139002729996968,-0.6090575048832337,0.31397884171686125
-0.6310879443260524,-0.4232628972731107,-0.6431702210102305,0.31397884171686125
-0.7089617321320332,-0.5831605763826628,-0.7024350732269022,0.31397884171686125
-0.7790159911011679,-0.6633760768074055,-0.7623692775280827,0.31397884171686125
-0.8404780542849781,-1.0486047279828545,-0.9073550805190645,0.31397884171686125
-0.8926700227875836,-0.8981164153434193,-0.9772723435259095,0.31397884171686125
-0.935016242685414,-1.0467028007939398,-1.065406812118091,0.31397884171686125
-0.9670496542309377,-0.968874880608687,-1.107201034229593,0.31397884171686125
-0.9884169433114587,-0.7999727644751133,-1.0852842950727375,0.31397884171686125
-0.9988824383447773,-1.28910974972022,-1.1914600975640475,0.31397884171686125
-0.9983307096306773,-1.2120283311662055,-1.2515051360797298,0.31397884171686125
-0.9867678424885693,-0.8651891421887399,-1.1982110926518332,0.31397884171686125
-0.9643213701391578,-0.5890973209349499,-1.0695930120850365,0.31397884171686125
-0.9312388670704083,-0.7467701146416172,-0.9990747516319864,0.31397884171686125
-0.887885218402377,-0.9057154659472673,-0.9807804530198067,0.31397884171686125
-0.8347385953685359,-1.1116914213838962,-1.020833664149288,0.31397884171686125
-0.77238518130229,-0.5341642743170745,-0.8952792698704525,0.31397884171686125
-0.7015127062986064,-0.32590642645864704,-0.7316492262566944,0.31397884171686125
-0.6229028618605766,-0.6937150478592883,-0.6965765666390296,0.31397884171686125
-0.5374226791939645,-0.5360762535476223,-0.6277472610529721,0.31397884171686125
-0.4460149662431766,-0.536100371623181,-0.5739085002014135,0.31397884171686125
-0.3496879089439776,-0.7461149127199568,-0.5908664716398232,0.31397884171686125
-0.249503951386339,-0.20900040184886748,-0.46238718730085554,0.31397884171686125
-0.146568077534283,0.030730643734708823,-0.29258617950263677,0.28702210247605464
-0.042015623750058,-0.21847848843431406,-0.22400031978336468,0.28702210247605464
0.06300024345497837,-0.2602487276719543,-0.18546336004375394,0.28702210247605464
0.16732124632799633,0.2610962764358262,-0.017618674178689037,0.2845549528004448
0.2697967711570209,-0.028485906809704753,0.03656887644826946,0.25476749941566135
0.36929655902235753,0.7642529248009886,0.2906600050433222,0.25476749941566135
0.46472317204376595,0.16014716509180998,0.3294140615196761,0.24576440479346626
0.5550240976264231,0.44057211804150975,0.4272786349880218,0.26429942249064653
0.6392033572011242,0.8115713071306471,0.6006633726618467,0.26429942249064653
0.7163324914196769,0.44740707038199506,0.6355158219225371,0.2817205625257609
0.7855608006436544,0.817376767505662,0.754319985424303,0.2817205625257609
0.8461247277785506,0.8233345217770308,0.8448422939245137,0.2817205625257609
0.8973562799648921,1.0155617378858284,0.9623585817828573,0.2817205625257609
0.9386903962388483,0.928630683043494,1.026036086134633,0.2817205625257609
0.9696711799003557,0.9525866746569577,1.0746646166241784,0.2817205625257609
0.9899569268485472,1.0757275327009017,1.1385415712545344,0.2817205625257609
0.9993238944241918,1.1939057091376433,1.2146446660383272,0.2817205625257609
0.9976687691905394,1.1596928020720725,1.2595914055520743,0.2817205625257609
0.9850098064340268,1.047868259927487,1.2572620210043197,0.2817205625257609
0.9614866288166876,1.042049365751046,1.2450568657086447,0.2817205625257609
0.9273586864010217,0.6763555260404632,1.1272006632333378,0.2817205625257609
0.8830023950325777,0.7652886821351239,1.046890192568819,0.2817205625257609
0.8289069846425791,0.8933549689075585,1.0117692322305525,0.2817205625257609
0.7656691032619618,0.6820238429294904,0.9232491114167983,0.2817205625257609
0.6939862362621152,0.6721490809138665,0.8460370687593982,0.2817205625257609
0.6146490134051384,0.5217701144043081,0.7413404873441618,0.30455851984719484
0.5285324885533887,0.885935646905599,0.755958111465594,0.30455851984719484
0.4365864882192002,0.26802088065458946,0.60253110126062,0.30108247318374654
0.33982513540590764,0.7598508381940081,0.6119294828072082,0.30108247318374654
0.239315664287561,0.13740674851909931,0.45423679399051525,0.2855113413315367
0.13616664909624956,0.09098506744964838,0.3135853187152472,0.26700559347452063
0.031515777047272785,-0.23631353547652748,0.11223322890367196,0.26700559347452063
-0.07348269983884473,0.0009395659247490029,0.016399034384706614,0.24169445810581638
-0.17767069561666438,-0.19958285571579304,-0.10882227768831063,0.24169445810581638
-0.2798990635826146,-0.10261113909126876,-0.17693459743373818,0.24169445810581638
-0.37904027084595754,-0.5474566528807939,-0.34526510529064536,0.24169445810581638
-0.4740008345091266,-0.43943143439786647,-0.446369111645745,0.24169445810581638
-0.5637333822919648,-0.43213262276029113,-0.5174295840738891,0.24169445810581638
-0.6472482045766037,-0.7117626457435285,-0.6420931725228971,0.24169445810581638
-0.72362417045913,-0.3482344393853567,-0.6357537301655667,0.24169445810581638
-0.7920188874088976,-0.5372798955710645,-0.670786512852866,0.24169445810581638
-0.8516779924790325,-0.878705663019339,-0.784213986225958,0.24169445810581638
-0.9019434725902122,-0.8761865761548396,-0.869847683078626,0.24169445810581638
-0.9422609221188196,-0.8997579207012874,-0.9387201174596732,0.24169445810581638
-0.9721856577414397,-0.9828046898428404,-1.0098228753952956,0.24169445810581638
-0.9913876230917971,-0.9163199957513963,-1.0420179728313874,0.24169445810581638
-0.9996550291339308,-1.0345726313560513,-1.0924755685614613,0.24169445810581638
-0.9968966900999464,-0.922993017064908,-1.096000571031996,0.24169445810581638
-0.9831430292279968,-0.7291804651421512,-1.0380034521978032,0.24169445810581638
-0.958545743207658,-1.2668666001436397,-1.1303216670454925,0.24169445810581638
-0.923376129033715,-1.0734240225436968,-1.1500365099362233,0.24169445810581638
-0.8780220917224006,-1.1496165155652724,-1.1819870693805528,0.24169445810581638
-0.8229838658936585,-0.7479284629525884,-1.0935592291406406,0.24169445810581638
-0.7588684984083942,-0.3002090627435658,-0.891813519252465,0.24169445810581638
-0.6863831529148198,-0.753308958235475,-0.8445747693970789,0.24169445810581638
-0.6063273101516646,-0.6185477331991401,-0.7694309257245088,0.24169445810581638
-0.5195839500354357,-0.44614325626163476,-0.6611704979604714,0.24169445810581638
-0.42710981278932375,-0.49093028364730734,-0.5857514629613912,0.24169445810581638
-0.3299248465291233,-0.27731426037187434,-0.4683697376276114,0.24169445810581638
-0.22910095769454322,-0.0370893939685564,-0.30914008441658297,0.21517377156820905
-0.1257501884035891,-0.0075583411212490625,-0.17391574375265478,0.19398548457840706
-0.021012451128476457,-0.19165192633485867,-0.1192338447161011,0.19398548457840706
0.0839570440259195,-0.06286115666451697,-0.0472992029476666,0.1695521066144065
0.18800053076961779,0.1830596233198479,0.07171817112805537,0.17083704517307635
0.28997045626865353,0.36651878185010944,0.2131618337125752,0.1894516950132677
0.3887421381363936,0.5545092619078792,0.37391048146512773,0.1894516950132677
0.48322616917407946,0.5704540948247422,0.502613644258437,0.1894516950132677
0.572380433041943,0.316706938832251,0.5292536032362892,0.20155707439317466
0.6552215983334417,0.3692214032264241,0.5539416225679665,0.2175063832905752
0.7308359642781226,0.7580760026079918,0.6706974342103911,0.2175063832905752
0.7983895384498947,0.6022763473411332,0.7163796804576291,0.2175063832905752
0.8571372353281622,0.8085500722901482,0.801271955825133,0.2175063832905752
0.9064310942557857,1.1672778870189768,0.9616205467141181,0.2175063832905752
0.9457274261535218,0.8384794667130157,0.9964957594481997,0.2175063832905752
0.9745928101658705,1.0371938728930064,1.0696019710688378,0.2175063832905752
0.992708874098054,0.5482843818415855,0.9870987606096792,0.2175063832905752
0.9998758059180444,0.7933282282555632,0.9757921762942414,0.2175063832905752
0.996014557593349,0.7483633451625572,0.9474778121678313,0.2175063832905752
0.981167716955232,0.7689334221074212,0.9240980109221929,0.2175063832905752
0.9554990379741031,1.2559277840177807,1.0341672820128278,0.2175063832905752
0.9192916346269243,1.14769059122512,1.0937734631521507,0.2175063832905752
0.8729448582774569,0.921629758076137,1.0772828516506918,0.2175063832905752
0.8169698930104432,0.6935101126634122,0.9960873650386142,0.2175063832905752
0.7519841175012195,0.9003113032766412,0.981037433822322,0.2175063832905752
0.6787042956067729,0.5274750179540751,0.8643651013923167,0.2469925080004626
0.5979386707829828,0.9098664405482078,0.870298252412083,0.2469925080004626
0.5105780515230415,0.4659816207396268,0.7544769445665295,0.26782405154138705
0.41758598614069675,0.2596470548253038,0.6015297142725834,0.26704620860148665
0.3199881352659981,0.48491409550445874,0.5378116444783521,0.28777102193593584
0.21886095927013394,-0.006486172840577953,0.3544754884798411,0.2597796660223173
0.1153198453919973,0.3323726970650255,0.29906731276729404,0.26668510540608176
0.010506805518939101,-0.24421187121813634,0.10205566320718554,0.26668510540608176
-0.09442211969040362,-0.09921615745066777,-0.01584953062387575,0.26668510540608176
-0.1983096114142713,-0.2971800973008898,-0.1592751813076099,0.26668510540608176
-0.3000098373735865,-0.35966840425149244,-0.28636332374403434,0.26668510540608176
-0.39840108984623984,-0.4127695295822271,-0.3962699403487029,0.26668510540608176
-0.49239815759849226,-0.5912339345976139,-0.5256930074619877,0.26668510540608176
-0.5809642952764592,-0.5615593126114884,-0.6142476785812133,0.26668510540608176
-0.6631226582407919,-0.49300472703087894,-0.6574441833205605,0.26668510540608176
-0.7379670767234014,-0.7993871489590297,-0.7658609904139356,0.26668510540608176
-0.8046720504721936,-0.8730237242283007,-0.8661612511271817,0.26668510540608176
-0.8625018536473203,-1.0338083389042627,-0.9833519898969953,0.26668510540608176
-0.9108186495460918,-0.8689970167898303,-1.02530428160084,0.26668510540608176
-0.9490895256547451,-0.6330347522109117,-0.9843336696430419,0.26668510540608176
-0.9768923714336265,-1.0542638865880638,-1.055238588835773,0.26668510540608176
-0.9939205340064793,-1.1520052354541555,-1.1334664861308177,0.26668510540608176
-0.9999862004036565,-1.1161805564017824,-1.1811854872730865,0.26668510540608176
-0.9950224690546546,-0.7589613057191218,-1.1150121694972113,0.26668510540608176
-0.9790840876823231,-1.2669536559500947,-1.1912378424341183,0.26668510540608176
-0.9523468494601226,-1.0467888897936524,-1.1893524011074064,0.26668510540608176
-0.9151056540925382,-1.0148274525320855,-1.173141618164219,0.26668510540608176
-0.867771255204054,-0.9422490261715918,-1.1347196749373003,0.26668510540608176
-0.8108657299115398,-0.7624777047691202,-1.0493110231957021,0.26668510540608176
-0.7450167205486168,-0.7858445625536018,-0.9815363409436777,0.26668510540608176
-0.6709505120531805,-0.5120595325307278,-0.8488934057903973,0.26668510540608176
-0.5894840213713973,-0.7845844575572464,-0.8130913034090735,0.26668510540608176
-0.5015157872314565,-0.3988573263026633,-0.6800481586860864,0.26668510540608176
-0.4080160596657752,-0.21791794239691795,-0.5218852158872969,0.26668510540608176
-0.3100160985898086,-0.37594574212964876,-0.4375456822657966,0.26668510540608176
-0.20859679946928822,-0.25179254843153664,-0.33965685836747983,0.26668510540608176
-0.10487677152970847,-0.11257974415316027,-0.22668566861627723,0.26668510540608176
-0.0000000000000012246467991473533,-0.003912451697567576,-0.11003573776852987,0.2409444332709861
